hour_utc,hour_dk,price_area,spot_price_dkk,spot_price_eur
2025-01-01 00:00:00,2025-01-01T01:00:00,SYSTEM,32.669998,4.38
2025-01-01 01:00:00,2025-01-01T02:00:00,SYSTEM,31.92,4.28
2025-01-01 02:00:00,2025-01-01T03:00:00,SYSTEM,29.610001,3.97
2025-01-01 03:00:00,2025-01-01T04:00:00,SYSTEM,31.1,4.17
2025-01-01 04:00:00,2025-01-01T05:00:00,SYSTEM,31.17,4.18
2025-01-01 05:00:00,2025-01-01T06:00:00,SYSTEM,30.58,4.1
2025-01-01 06:00:00,2025-01-01T07:00:00,SYSTEM,36.84,4.94
2025-01-01 07:00:00,2025-01-01T08:00:00,SYSTEM,44.299999,5.94
2025-01-01 08:00:00,2025-01-01T09:00:00,SYSTEM,63.990002,8.58
2025-01-01 09:00:00,2025-01-01T10:00:00,SYSTEM,105.830002,14.19
2025-01-01 10:00:00,2025-01-01T11:00:00,SYSTEM,149.380005,20.030001
2025-01-01 11:00:00,2025-01-01T12:00:00,SYSTEM,162.130005,21.74
2025-01-01 12:00:00,2025-01-01T13:00:00,SYSTEM,164.669998,22.08
2025-01-01 13:00:00,2025-01-01T14:00:00,SYSTEM,172.130005,23.08
2025-01-01 14:00:00,2025-01-01T15:00:00,SYSTEM,185.479996,24.870001
2025-01-01 15:00:00,2025-01-01T16:00:00,SYSTEM,201.289993,26.99
2025-01-01 16:00:00,2025-01-01T17:00:00,SYSTEM,202.330002,27.129999
2025-01-01 17:00:00,2025-01-01T18:00:00,SYSTEM,186.449997,25.0
2025-01-01 18:00:00,2025-01-01T19:00:00,SYSTEM,175.110001,23.48
2025-01-01 19:00:00,2025-01-01T20:00:00,SYSTEM,170.410004,22.85
2025-01-01 20:00:00,2025-01-01T21:00:00,SYSTEM,166.679993,22.35
2025-01-01 21:00:00,2025-01-01T22:00:00,SYSTEM,169.520004,22.73
2025-01-01 22:00:00,2025-01-01T23:00:00,SYSTEM,153.779999,20.620001
2025-01-01 23:00:00,2025-01-02T00:00:00,SYSTEM,97.099998,13.02
2025-01-02 00:00:00,2025-01-02T01:00:00,SYSTEM,89.419998,11.99
2025-01-02 01:00:00,2025-01-02T02:00:00,SYSTEM,97.400002,13.06
2025-01-02 02:00:00,2025-01-02T03:00:00,SYSTEM,122.540001,16.43
2025-01-02 03:00:00,2025-01-02T04:00:00,SYSTEM,159.0,21.32
2025-01-02 04:00:00,2025-01-02T05:00:00,SYSTEM,219.639999,29.450001
2025-01-02 05:00:00,2025-01-02T06:00:00,SYSTEM,256.109985,34.34
2025-01-02 06:00:00,2025-01-02T07:00:00,SYSTEM,402.359985,53.950001
2025-01-02 07:00:00,2025-01-02T08:00:00,SYSTEM,582.700012,78.129997
2025-01-02 08:00:00,2025-01-02T09:00:00,SYSTEM,609.02002,81.660004
2025-01-02 09:00:00,2025-01-02T10:00:00,SYSTEM,528.77002,70.900002
2025-01-02 10:00:00,2025-01-02T11:00:00,SYSTEM,447.179993,59.959999
2025-01-02 11:00:00,2025-01-02T12:00:00,SYSTEM,409.070007,54.849998
2025-01-02 12:00:00,2025-01-02T13:00:00,SYSTEM,402.359985,53.950001
2025-01-02 13:00:00,2025-01-02T14:00:00,SYSTEM,448.970001,60.200001
2025-01-02 14:00:00,2025-01-02T15:00:00,SYSTEM,482.529999,64.699997
2025-01-02 15:00:00,2025-01-02T16:00:00,SYSTEM,580.460022,77.830002
2025-01-02 16:00:00,2025-01-02T17:00:00,SYSTEM,648.099976,86.900002
2025-01-02 17:00:00,2025-01-02T18:00:00,SYSTEM,620.130005,83.150002
2025-01-02 18:00:00,2025-01-02T19:00:00,SYSTEM,417.5,55.98
2025-01-02 19:00:00,2025-01-02T20:00:00,SYSTEM,395.649994,53.049999
2025-01-02 20:00:00,2025-01-02T21:00:00,SYSTEM,355.970001,47.73
2025-01-02 21:00:00,2025-01-02T22:00:00,SYSTEM,305.029999,40.900002
2025-01-02 22:00:00,2025-01-02T23:00:00,SYSTEM,259.609985,34.810001
2025-01-02 23:00:00,2025-01-03T00:00:00,SYSTEM,235.539993,31.58
2025-01-03 00:00:00,2025-01-03T01:00:00,SYSTEM,231.139999,30.99
